ID	HEX	名称	文名称	英文名称	版本存在
1707	06AB	替身护符５	みがわりおまもり５	Tempting Charm Y	#N/A
1708	06AC	甜松露	スイートトリュフ	Candy Truffle	#N/A
1709	06AD	诱团原料	よせだまのもと	Cake-Lure Base	#N/A
1710	06AE	精灵球	モンスターボール	Poké Ball	#N/A
1711	06AF	超级球	スーパーボール	Great Ball	#N/A
1712	06B0	高级球	ハイパーボール	Ultra Ball	#N/A
1713	06B1	飞羽球	フェザーボール	Feather Ball	#N/A
1714	06B2	？？？	？？？	???	#N/A
1715	06B3	？？？	？？？	???	#N/A
1716	06B4	声弹	ばりばりだま	Scatter Bang	#N/A
1717	06B5	烟弹	めかくしだま	Smoke Bomb	#N/A
1718	06B6	？？？	？？？	???	#N/A
1719	06B7	？？？	？？？	???	#N/A
1720	06B8	宝可梦木娃娃	ポケモンこけし	Pokéshi Doll	#N/A
1721	06B9	火山镇宝	かざんのシズメダマ	Volcano Balm	#N/A
1722	06BA	山之镇宝	やまのシズメダマ	Mountain Balm	#N/A
1723	06BB	雪之镇宝	ゆきのシズメダマ	Snow Balm	#N/A
1724	06BC	蜜诱团	ミツよせだま	Honey Cake	#N/A
1725	06BD	谷诱团	イナホよせだま	Grain Cake	#N/A
1726	06BE	豆诱团	マメよせだま	Bean Cake	#N/A
1727	06BF	菇诱团	キノコよせだま	Mushroom Cake	#N/A
1728	06C0	矿诱团	ミネラルよせだま	Salt Cake	#N/A
1729	06C1	颠倒烧	あべこべやき	Swap Snack	#N/A
1730	06C2	讲究粽	こだわりちまき	Choice Dumpling	#N/A
1731	06C3	双倍腌菜	にばいづけ	Twice-Spiced Radish	#N/A
1732	06C4	安全护符１	あんぜんおまもり１	Survival Charm R	#N/A
1733	06C5	安全护符２	あんぜんおまもり２	Survival Charm B	#N/A
1734	06C6	安全护符３	あんぜんおまもり３	Survival Charm P	#N/A
1735	06C7	安全护符４	あんぜんおまもり４	Survival Charm T	#N/A
1736	06C8	安全护符５	あんぜんおまもり５	Survival Charm Y	#N/A
1737	06C9	破损日记	やぶれたにっき	Torn Journal	#N/A
1738	06CA	健康护符１	けんこうおまもり１	Warding Charm R	#N/A
1739	06CB	健康护符２	けんこうおまもり２	Warding Charm B	#N/A
1740	06CC	健康护符３	けんこうおまもり３	Warding Charm P	#N/A
1741	06CD	健康护符４	けんこうおまもり４	Warding Charm T	#N/A
1742	06CE	健康护符５	けんこうおまもり５	Warding Charm Y	#N/A
1743	06CF	石板碎块	せきばんのかけら	Wall Fragment	#N/A
1744	06D0	幽尾玄鱼丸	イダイトウだんご	Basculegion Food	#N/A
1745	06D1	古老日记	ふるいにっき	Old Journal	#N/A
1746	06D2	飞翼球	ウイングボール	Wing Ball	#N/A
1747	06D3	飞梭球	ジェットボール	Jet Ball	#N/A
1748	06D4	沉重球	ヘビーボール	Heavy Ball	#N/A
1749	06D5	超重球	メガトンボール	Leaden Ball	#N/A
1750	06D6	巨重球	ギガトンボール	Gigaton Ball	#N/A
1751	06D7	飞翼球	ウイングボール	Wing Ball	#N/A
1752	06D8	飞梭球	ジェットボール	Jet Ball	#N/A
1753	06D9	沉重球	ヘビーボール	Heavy Ball	#N/A
1754	06DA	花啤果	ポフのみ	Hopo Berry	#N/A
1755	06DB	厉害中药	すごいカンポーやく	Superb Remedy	#N/A
1756	06DC	进攻药丸	せめのがんやく	Aux Power	#N/A
1757	06DD	防守药丸	まもりのがんやく	Aux Guard	#N/A
1758	06DE	闪避强化	ヨクアタラーヌ	Aux Evasion	#N/A
1759	06DF	奋斗沙	ガンバリのすな	Grit Dust	#N/A
1760	06E0	奋斗砾	ガンバリのじゃり	Grit Gravel	#N/A
1761	06E1	奋斗石	ガンバリのいし	Grit Pebble	#N/A
1762	06E2	奋斗岩	ガンバリのいわ	Grit Rock	#N/A
1763	06E3	秘传之药	ひでんのくすり	Secret Medicine	#N/A
1764	06E4	替身护符１	みがわりおまもり１	Tempting Charm R	#N/A
1765	06E5	他人的遗失物	だれかのおとしもの	Lost Satchel	#N/A
1766	06E6	他人的遗失物	だれかのおとしもの	Lost Satchel	#N/A
1767	06E7	他人的遗失物	だれかのおとしもの	Lost Satchel	#N/A
1768	06E8	他人的遗失物	だれかのおとしもの	Lost Satchel	#N/A
1769	06E9	他人的遗失物	だれかのおとしもの	Lost Satchel	#N/A
1770	06EA	？？？	？？？	???	#N/A
1771	06EB	起源球	オリジンボール	Origin Ball	#N/A
1772	06EC	？？？	？？？	???	#N/A
1773	06ED	？？？	？？？	???	#N/A
1774	06EE	？？？	？？？	???	#N/A
1775	06EF	？？？	？？？	???	#N/A
1776	06F0	起源矿石	オリジンこうせき	Origin Ore	#N/A
1777	06F1	大金刚宝玉	だいこんごうだま	Adamant Crystal	TRUE
1778	06F2	大白宝玉	だいしらたま	Lustrous Globe	TRUE
1779	06F3	大白金宝玉	だいはっきんだま	Griseous Core	TRUE
1780	06F4	净空石板	まっさらプレート	Blank Plate	TRUE
1781	06F5	？？？	？？？	???	#N/A
1782	06F6	工艺套组	クラフトキット	Crafting Kit	#N/A
1783	06F7	超重球	メガトンボール	Leaden Ball	#N/A
1784	06F8	巨重球	ギガトンボール	Gigaton Ball	#N/A
1785	06F9	奇异球	ストレンジボール	Strange Ball	TRUE
1786	06FA	宝可梦图鉴	ポケモンずかん	Pokédex	#N/A
1787	06FB	古老诗文１	ふるいポエム１	Old Verse 1	#N/A
1788	06FC	古老诗文２	ふるいポエム２	Old Verse 2	#N/A
1789	06FD	古老诗文３	ふるいポエム３	Old Verse 3	#N/A
1790	06FE	古老诗文４	ふるいポエム４	Old Verse 4	#N/A
1791	06FF	？？？	？？？	???	#N/A
1792	0700	古老诗文５	ふるいポエム５	Old Verse 5	#N/A
1793	0701	古老诗文６	ふるいポエム６	Old Verse 6	#N/A
1794	0702	古老诗文７	ふるいポエム７	Old Verse 7	#N/A
1795	0703	古老诗文８	ふるいポエム８	Old Verse 8	#N/A
1796	0704	古老诗文９	ふるいポエム９	Old Verse 9	#N/A
1797	0705	古老诗文１０	ふるいポエム１０	Old Verse 10	#N/A
1798	0706	古老诗文１１	ふるいポエム１１	Old Verse 11	#N/A
1799	0707	古老诗文１２	ふるいポエム１２	Old Verse 12	#N/A
1800	0708	古老诗文１３	ふるいポエム１３	Old Verse 13	#N/A
1801	0709	古老诗文１４	ふるいポエム１４	Old Verse 14	#N/A
1802	070A	古老诗文１５	ふるいポエム１５	Old Verse 15	#N/A
1803	070B	古老诗文１６	ふるいポエム１６	Old Verse 16	#N/A
1804	070C	古老诗文１７	ふるいポエム１７	Old Verse 17	#N/A
1805	070D	古老诗文１８	ふるいポエム１８	Old Verse 18	#N/A
1806	070E	古老诗文１９	ふるいポエム１９	Old Verse 19	#N/A
1807	070F	古老诗文２０	ふるいポエム２０	Old Verse 20	#N/A
1808	0710	谜之碎片Ｓ	なぞのかけらＳ	Mysterious Shard S	#N/A
1809	0711	谜之碎片Ｌ	なぞのかけらＬ	Mysterious Shard L	#N/A
1810	0712	挖洞钻	あなほりドリル	Digger Drill	#N/A
1811	0713	关都石板	カントーのせきばん	Kanto Slate	#N/A
1812	0714	城都石板	ジョウトのせきばん	Johto Slate	#N/A
1813	0715	心之石板	こころのせきばん	Soul Slate	#N/A
1814	0716	彩虹石板	にじのせきばん	Rainbow Slate	#N/A
1815	0717	暴风石板	あらしのせきばん	Squall Slate	#N/A
1816	0718	大海石板	たいかいのせきばん	Oceanic Slate	#N/A
1817	0719	大陆石板	たいりくのせきばん	Tectonic Slate	#N/A
1818	071A	天空石板	てんくうのせきばん	Stratospheric Slate	#N/A
1819	071B	基因石板	いでんしのせきばん	Genome Slate	#N/A
1820	071C	引导石板	みちびきのせきばん	Discovery Slate	#N/A
1821	071D	毁坏石板	やぶれたせきばん	Distortion Slate	#N/A
1822	071E	ＤＳ播放器	ＤＳプレイヤー	DS Sounds	#N/A
1823	071F				#N/A
1824	0720				#N/A
1825	0721				#N/A
1826	0722				#N/A
1827	0723				#N/A
1828	0724	传说石板	レジェンドプレート	Legend Plate	TRUE
1829	0725	手机洛托姆	スマホロトム	Rotom Phone	TRUE
1830	0726	三明治	サンドウィッチ	Sandwich	TRUE
1831	0727	故勒顿的球	コライドンのボール	Koraidon’s Poké Ball	TRUE
1832	0728	密勒顿的球	ミライドンのボール	Miraidon’s Poké Ball	TRUE
1833	0729	太晶珠	テラスタルオーブ	Tera Orb	TRUE
1834	072A	朱之书	スカーレットブック	Scarlet Book	TRUE
1835	072B	紫之书	バイオレットブック	Violet Book	TRUE
1836	072C	海岱的钱包	ハイダイのサイフ	Kofu’s Wallet	TRUE
1837	072D				#N/A
1838	072E				#N/A
1839	072F				#N/A
1840	0730				#N/A
1841	0731				#N/A
1842	0732	小竹笋	ちいさなタケノコ	Tiny Bamboo Shoot	TRUE
1843	0733	大竹笋	おおきなタケノコ	Big Bamboo Shoot	TRUE
1844	0734				#N/A
1845	0735				#N/A
1846	0736				#N/A
1847	0737				#N/A
1848	0738				#N/A
1849	0739				#N/A
1850	073A				#N/A
1851	073B				#N/A
1852	073C				#N/A
1853	073D				#N/A
1854	073E				#N/A
1855	073F				#N/A
1856	0740				#N/A
1857	0741	恶之挂轴	あくのかけじく	Scroll of Darkness	TRUE
1858	0742	水之挂轴	みずのかけじく	Scroll of Waters	TRUE
1859	0743				TRUE
1860	0744				TRUE
1861	0745	咒术之铠	ノロイノヨロイ	Malicious Armor	TRUE
1862	0746	一般太晶碎块	テラピースノーマル	Normal Tera Shard	TRUE
1863	0747	火太晶碎块	テラピースほのお	Fire Tera Shard	TRUE
1864	0748	水太晶碎块	テラピースみず	Water Tera Shard	TRUE
1865	0749	电太晶碎块	テラピースでんき	Electric Tera Shard	TRUE
1866	074A	草太晶碎块	テラピースくさ	Grass Tera Shard	TRUE
1867	074B	冰太晶碎块	テラピースこおり	Ice Tera Shard	TRUE
1868	074C	格斗太晶碎块	テラピースかくとう	Fighting Tera Shard	TRUE
1869	074D	毒太晶碎块	テラピースどく	Poison Tera Shard	TRUE
1870	074E	地面太晶碎块	テラピースじめん	Ground Tera Shard	TRUE
1871	074F	飞行太晶碎块	テラピースひこう	Flying Tera Shard	TRUE
1872	0750	超能力太晶碎块	テラピースエスパー	Psychic Tera Shard	TRUE
1873	0751	虫太晶碎块	テラピースむし	Bug Tera Shard	TRUE
1874	0752	岩石太晶碎块	テラピースいわ	Rock Tera Shard	TRUE
1875	0753	幽灵太晶碎块	テラピースゴースト	Ghost Tera Shard	TRUE
1876	0754	龙太晶碎块	テラピースドラゴン	Dragon Tera Shard	TRUE
1877	0755	恶太晶碎块	テラピースあく	Dark Tera Shard	TRUE
1878	0756	钢太晶碎块	テラピースはがね	Steel Tera Shard	TRUE
1879	0757	妖精太晶碎块	テラピースフェアリー	Fairy Tera Shard	TRUE
1880	0758	驱劲能量	ブーストエナジー	Booster Energy	TRUE
1881	0759	特性护具	とくせいガード	Ability Shield	TRUE
1882	075A	清净坠饰	クリアチャーム	Clear Amulet	TRUE
1883	075B	模仿香草	ものまねハーブ	Mirror Herb	TRUE
1884	075C	拳击手套	パンチグローブ	Punching Glove	TRUE
1885	075D	密探斗篷	おんみつマント	Covert Cloak	TRUE
1886	075E	机变骰子	いかさまダイス	Loaded Dice	TRUE
1887	075F				#N/A
1888	0760	长棍面包	バゲット	Baguette	TRUE
1889	0761	蛋黄酱	マヨネーズ	Mayonnaise	TRUE
1890	0762	番茄酱	ケチャップ	Ketchup	TRUE
1891	0763	黄芥末酱	マスタード	Mustard	TRUE
1892	0764	黄油	バター	Butter	TRUE
1893	0765	花生酱	ピーナッツバター	Peanut Butter	TRUE
1894	0766	辣酱	チリソース	Chili Sauce	TRUE
1895	0767	盐	ソルト	Salt	TRUE
1896	0768	胡椒	ペッパー	Pepper	TRUE
1897	0769	酸奶	ヨーグルト	Yogurt	TRUE
1898	076A	鲜奶油	ホイップクリーム	Whipped Cream	TRUE
1899	076B	奶油芝士	クリームチーズ	Cream Cheese	TRUE
1900	076C	莓果酱	ベリージャム	Jam	TRUE
1901	076D	橘子酱	マーマレード	Marmalade	TRUE
1902	076E	橄榄油	オリーブオイル	Olive Oil	TRUE
1903	076F	醋	ビネガー	Vinegar	TRUE
1904	0770	秘传：甜味料	ひでん：あまスパイス	Sweet Herba Mystica	TRUE
1905	0771	秘传：咸味料	ひでん：しおスパイス	Salty Herba Mystica	TRUE
1906	0772	秘传：酸味料	ひでん：すぱスパイス	Sour Herba Mystica	TRUE
1907	0773	秘传：苦味料	ひでん：にがスパイス	Bitter Herba Mystica	TRUE
1908	0774	秘传：辣味料	ひでん：からスパイス	Spicy Herba Mystica	TRUE
1909	0775	生菜	レタス	Lettuce	TRUE
1910	0776	番茄片	トマトスライス	Tomato	TRUE
1911	0777	小番茄块	カットミニトマト	Cherry Tomatoes	TRUE
1912	0778	小黄瓜片	キュウリスライス	Cucumber	TRUE
1913	0779	酸黄瓜片	ピクルススライス	Pickle	TRUE
1914	077A	洋葱片	たまねぎスライス	Onion	TRUE
1915	077B	红洋葱	アーリーレッド	Red Onion	TRUE
1916	077C	青椒片	ピーマンスライス	Green Bell Pepper	TRUE
1917	077D	红椒片	あかパプリカスライス	Red Bell Pepper	TRUE
1918	077E	黄椒片	きパプリカスライス	Yellow Bell Pepper	TRUE
1919	077F	牛油果	アボカド	Avocado	TRUE
1920	0780	煎培根	やきベーコン	Bacon	TRUE
1921	0781	火腿片	ハムスライス	Ham	TRUE
1922	0782	生火腿	なまハム	Prosciutto	TRUE
1923	0783	煎辣香肠	やきチョリソー	Chorizo	TRUE
1924	0784	香草香肠	ハーブソーセージ	Herbed Sausage	TRUE
1925	0785	汉堡排	ハンバーグ	Hamburger	TRUE
1926	0786	毛崖蟹棒	ガケガニスティック	Klawf Stick	TRUE
1927	0787	烟熏鱼片	スモークきりみ	Smoked Fillet	TRUE
1928	0788	炸鱼片	きりみフライ	Fried Fillet	TRUE
1929	0789	水煮蛋片	スライスエッグ	Egg	TRUE
1930	078A	烘蛋	トルティージャ	Potato Tortilla	TRUE
1931	078B	豆腐	トーフ	Tofu	TRUE
1932	078C	米饭	ライス	Rice	TRUE
1933	078D	面条	ヌードル	Noodles	TRUE
1934	078E	土豆沙拉	ポテトサラダ	Potato Salad	TRUE
1935	078F	芝士片	スライスチーズ	Cheese	TRUE
1936	0790	香蕉片	バナナスライス	Banana	TRUE
1937	0791	草莓片	いちごスライス	Strawberry	TRUE
1938	0792	苹果片	わぎりリンゴ	Apple	TRUE
1939	0793	奇异果片	わぎりキウイ	Kiwi	TRUE
1940	0794	凤梨片	カットパイン	Pineapple	TRUE
1941	0795	小辣椒	ハラペーニョ	Jalapeño	TRUE
1942	0796	辣根	ホースラディッシュ	Horseradish	TRUE
1943	0797	咖喱粉	カレーパウダー	Curry Powder	TRUE
1944	0798	芥末酱	ワサビソース	Wasabi	TRUE
1945	0799	豆瓣菜	クレソン	Watercress	TRUE
1946	079A	罗勒	バジル	Basil	TRUE
1947	079B				#N/A
1948	079C				#N/A
1949	079D				#N/A
1950	079E				#N/A
1951	079F				#N/A
1952	07A0				#N/A
1953	07A1				#N/A
1954	07A2				#N/A
1955	07A3				#N/A
1956	07A4	毛球的牙	コンパンのキバ	Venonat Fang	TRUE
1957	07A5	地鼠的土	ディグダのつち	Diglett Dirt	TRUE
1958	07A6	喵喵的毛	ニャースのけ	Meowth Fur	TRUE
1959	07A7	可达鸭的羽绒	コダックのうもう	Psyduck Down	TRUE
1960	07A8	猴怪的毛	マンキーのけ	Mankey Fur	TRUE
1961	07A9	卡蒂狗的毛	ガーディのけ	Growlithe Fur	TRUE
1962	07AA	呆呆兽的爪子	ヤドンのツメ	Slowpoke Claw	TRUE
1963	07AB	小磁怪的螺丝	コイルのねじ	Magnemite Screw	TRUE
1964	07AC	臭泥的毒素	ベトベターのどくそ	Grimer Toxin	TRUE
1965	07AD	大舌贝的珍珠	シェルダーのしんじゅ	Shellder Pearl	TRUE
1966	07AE	鬼斯的气体	ゴースのガス	Gastly Gas	TRUE
1967	07AF	催眠貘的毛	スリープのけ	Drowzee Fur	TRUE
1968	07B0	霹雳电球的电力	ビリリダマのでんき	Voltorb Sparks	TRUE
1969	07B1	飞天螳螂的爪子	ストライクのツメ	Scyther Claw	TRUE
1970	07B2	肯泰罗的毛	ケンタロスのけ	Tauros Hair	TRUE
1971	07B3	鲤鱼王的鳞片	コイキングのウロコ	Magikarp Scales	TRUE
1972	07B4	百变怪的黏糊	メタモンのべたべた	Ditto Goo	TRUE
1973	07B5	伊布的毛	イーブイのけ	Eevee Fur	TRUE
1974	07B6	迷你龙的鳞片	ミニリュウのウロコ	Dratini Scales	TRUE
1975	07B7	皮丘的毛	ピチューのけ	Pichu Fur	TRUE
1976	07B8	宝宝丁的毛	ププリンのけ	Igglybuff Fluff	TRUE
1977	07B9	咩利羊的毛球	メリープのけだま	Mareep Wool	TRUE
1978	07BA	毽子草的叶片	ハネッコのはっぱ	Hoppip Leaf	TRUE
1979	07BB	向日种子的叶片	ヒマナッツのはっぱ	Sunkern Leaf	TRUE
1980	07BC	黑暗鸦的宝物	ヤミカラスのおたから	Murkrow Bauble	TRUE
1981	07BD	梦妖的眼泪	ムウマのなみだ	Misdreavus Tears	TRUE
1982	07BE	麒麟奇的毛	キリンリキのけ	Girafarig Fur	TRUE
1983	07BF	榛果球的壳	クヌギダマのから	Pineco Husk	TRUE
1984	07C0	土龙弟弟的鳞片	ノコッチのウロコ	Dunsparce Scales	TRUE
1985	07C1	千针鱼的刺	ハリーセンのトゲ	Qwilfish Spines	TRUE
1986	07C2	赫拉克罗斯的爪子	ヘラクロスのツメ	Heracross Claw	TRUE
1987	07C3	狃拉的爪子	ニューラのツメ	Sneasel Claw	TRUE
1988	07C4	熊宝宝的爪子	ヒメグマのツメ	Teddiursa Claw	TRUE
1989	07C5	信使鸟的行李	デリバードのにもつ	Delibird Parcel	TRUE
1990	07C6	戴鲁比的牙	デルビルのキバ	Houndour Fang	TRUE
1991	07C7	小小象的爪子	ゴマゾウのツメ	Phanpy Nail	TRUE
1992	07C8	惊角鹿的毛	オドシシのけ	Stantler Hair	TRUE
1993	07C9	幼基拉斯的爪子	ヨーギラスのツメ	Larvitar Claw	TRUE
1994	07CA	长翅鸥的羽毛	キャモメのはね	Wingull Feather	TRUE
1995	07CB	拉鲁拉丝的掉落物	ラルトスのおとしもの	Ralts Dust	TRUE
1996	07CC	溜溜糖球的蜜	アメタマのミツ	Surskit Syrup	TRUE
1997	07CD	蘑蘑菇的孢子	キノココのほうし	Shroomish Spores	TRUE
1998	07CE	懒人獭的毛	ナマケロのけ	Slakoth Fur	TRUE
1999	07CF	幕下力士的汗	マクノシタのあせ	Makuhita Sweat	TRUE
2000	07D0	露力丽的毛	ルリリのけ	Azurill Fur	TRUE
2001	07D1	勾魂眼的宝石	ヤミラミのほうせき	Sableye Gem	TRUE
2002	07D2	玛沙那的汗	アサナンのあせ	Meditite Sweat	TRUE
2003	07D3	溶食兽的黏液	ゴクリンのねんえき	Gulpin Mucus	TRUE
2004	07D4	呆火驼的熔岩	ドンメルのようがん	Numel Lava	TRUE
2005	07D5	煤炭龟的煤炭	コータスのせきたん	Torkoal Coal	TRUE
2006	07D6	跳跳猪的珍珠	バネブーのしんじゅ	Spoink Pearl	TRUE
2007	07D7	刺球仙人掌的刺	サボネアのトゲ	Cacnea Needle	TRUE
2008	07D8	青绵鸟的羽毛	チルットのはね	Swablu Fluff	TRUE
2009	07D9	猫鼬斩的爪子	ザングースのツメ	Zangoose Claw	TRUE
2010	07DA	饭匙蛇的牙	ハブネークのキバ	Seviper Fang	TRUE
2011	07DB	泥泥鳅的黏液	ドジョッチのねんえき	Barboach Slime	TRUE
2012	07DC	怨影娃娃的残片	カゲボウズのきれはし	Shuppet Scrap	TRUE
2013	07DD	热带龙的叶片	トロピウスのはっぱ	Tropius Leaf	TRUE
2014	07DE	雪童子的毛	ユキワラシのけ	Snorunt Fur	TRUE
2015	07DF	爱心鱼的鳞片	ラブカスのウロコ	Luvdisc Scales	TRUE
2016	07E0	宝贝龙的鳞片	タツベイのウロコ	Bagon Scales	TRUE
2017	07E1	姆克儿的羽毛	ムックルのはね	Starly Feather	TRUE
2018	07E2	圆法师的蜕壳	コロボーシのぬけがら	Kricketot Shell	TRUE
2019	07E3	小猫怪的牙	コリンクのキバ	Shinx Fang	TRUE
2020	07E4	三蜜蜂的蜜	ミツハニーのミツ	Combee Honey	TRUE
2021	07E5	帕奇利兹的毛	パチリスのけ	Pachirisu Fur	TRUE
2022	07E6	泳圈鼬的毛	ブイゼルのけ	Buizel Fur	TRUE
2023	07E7	无壳海兔的黏液	カラナクシのねんえき	Shellos Mucus	TRUE
2024	07E8	飘飘球的气体	フワンテのガス	Drifloon Gas	TRUE
2025	07E9	臭鼬噗的毛	スカンプーのけ	Stunky Fur	TRUE
2026	07EA	铜镜怪的碎片	ドーミラーのかけら	Bronzor Fragment	TRUE
2027	07EB	盆才怪的眼泪	ウソハチのなみだ	Bonsly Tears	TRUE
2028	07EC	小福蛋的掉落物	ピンプクのおとしもの	Happiny Dust	TRUE
2029	07ED	花岩怪的碎片	ミカルゲのかけら	Spiritomb Fragment	TRUE
2030	07EE	圆陆鲨的鳞片	フカマルのウロコ	Gible Scales	TRUE
2031	07EF	利欧路的毛	リオルのけ	Riolu Fur	TRUE
2032	07F0	沙河马的沙	ヒポポタスのすな	Hippopotas Sand	TRUE
2033	07F1	不良蛙的毒素	グレッグルのどくそ	Croagunk Poison	TRUE
2034	07F2	荧光鱼的鳞片	ケイコウオのウロコ	Finneon Scales	TRUE
2035	07F3	雪笠怪的果实	ユキカブリのみ	Snover Berries	TRUE
2036	07F4	洛托姆的电力	ロトムのでんき	Rotom Sparks	TRUE
2037	07F5	百合根娃娃的叶片	チュリネのはっぱ	Petilil Leaf	TRUE
2038	07F6	野蛮鲈鱼的牙	バスラオのキバ	Basculin Fang	TRUE
2039	07F7	黑眼鳄的爪子	メグロコのツメ	Sandile Claw	TRUE
2040	07F8	索罗亚的毛	ゾロアのけ	Zorua Fur	TRUE
2041	07F9	哥德宝宝的睫毛	ゴチムのまつげ	Gothita Eyelash	TRUE
2042	07FA	四季鹿的毛	シキジカのけ	Deerling Hair	TRUE
2043	07FB	哎呀球菇的孢子	タマゲタケのほうし	Foongus Spores	TRUE
2044	07FC	保姆曼波的黏液	ママンボウのねんえき	Alomomola Mucus	TRUE
2045	07FD	麻麻小鱼的黏液	シビシラスのねんえき	Tynamo Slime	TRUE
2046	07FE	牙牙的鳞片	キバゴのウロコ	Axew Scales	TRUE
2047	07FF	喷嚏熊的毛	クマシュンのけ	Cubchoo Fur	TRUE
2048	0800	几何雪花的冰	フリージオのこおり	Cryogonal Ice	TRUE
2049	0801	驹刀小兵的刀	コマタナのやいば	Pawniard Blade	TRUE
2050	0802	毛头小鹰的羽毛	ワシボンのはね	Rufflet Feather	TRUE
2051	0803	单首龙的鳞片	モノズのウロコ	Deino Scales	TRUE
2052	0804	燃烧虫的毛	メラルバのけ	Larvesta Fuzz	TRUE
2053	0805	小箭雀的羽毛	ヤヤコマのはね	Fletchling Feather	TRUE
2054	0806	粉蝶虫的粉	コフキムシのこな	Scatterbug Powder	TRUE
2055	0807	小狮狮的鬃毛	シシコのたてがみ	Litleo Tuft	TRUE
2056	0808	花蓓蓓的花粉	フラベベのかふん	Flabébé Pollen	TRUE
2057	0809	坐骑小羊的叶片	メェークルのはっぱ	Skiddo Leaf	TRUE
2058	080A	垃垃藻的碎藻	クズモーのもくず	Skrelp Kelp	TRUE
2059	080B	铁臂枪虾的钳子	ウデッポウのハサミ	Clauncher Claw	TRUE
2060	080C	摔角鹰人的羽绒	ルチャブルのうもう	Hawlucha Down	TRUE
2061	080D	咚咚鼠的毛	デデンネのけ	Dedenne Fur	TRUE
2062	080E	黏黏宝的黏液	ヌメラのねんえき	Goomy Goo	TRUE
2063	080F	钥圈儿的钥匙	クレッフィのかぎ	Klefki Key	TRUE
2064	0810	冰宝的冰	カチコールのこおり	Bergmite Ice	TRUE
2065	0811	嗡蝠的毛	オンバットのけ	Noibat Fur	TRUE
2066	0812	猫鼬少的毛	ヤングースのけ	Yungoos Fur	TRUE
2067	0813	好胜蟹的壳	マケンカニのから	Crabrawler Shell	TRUE
2068	0814	花舞鸟的羽毛	オドリドリのはね	Oricorio Feather	TRUE
2069	0815	岩狗狗的岩石	イワンコのいわ	Rockruff Rock	TRUE
2070	0816	好坏星的刺	ヒドイデのトゲ	Mareanie Spike	TRUE
2071	0817	泥驴仔的泥巴	ドロバンコのどろ	Mudbray Mud	TRUE
2072	0818	伪螳草的叶片	カリキリのはっぱ	Fomantis Leaf	TRUE
2073	0819	夜盗火蜥的气体	ヤトウモリのガス	Salandit Gas	TRUE
2074	081A	甜竹竹的汗	アマカジのあせ	Bounsweet Sweat	TRUE
2075	081B	智挥猩的毛	ヤレユータンのけ	Oranguru Fur	TRUE
2076	081C	投掷猴的毛	ナゲツケサルのけ	Passimian Fur	TRUE
2077	081D	沙丘娃的沙	スナバァのすな	Sandygast Sand	TRUE
2078	081E	树枕尾熊的爪子	ネッコアラのツメ	Komala Claw	TRUE
2079	081F	谜拟丘的残片	ミミッキュのきれはし	Mimikyu Scrap	TRUE
2080	0820	磨牙彩皮鱼的牙齿	ハギギシリのは	Bruxish Tooth	TRUE
2081	0821	咬咬龟的爪子	カムカメのツメ	Chewtle Claw	TRUE
2082	0822	贪心栗鼠的毛	ホシガリスのけ	Skwovet Fur	TRUE
2083	0823	刺梭鱼的鳞片	サシカマスのウロコ	Arrokuda Scales	TRUE
2084	0824	稚山雀的羽毛	ココガラのはね	Rookidee Feather	TRUE
2085	0825	电音婴的电力	エレズンのでんき	Toxel Sparks	TRUE
2086	0826	列阵兵的汗	タイレーツのあせ	Falinks Sweat	TRUE
2087	0827	铜象的锈	ゾウドウのさび	Cufant Tarnish	TRUE
2088	0828	小炭仔的煤炭	タンドンのせきたん	Rolycoly Coal	TRUE
2089	0829	沙包蛇的沙	スナヘビのすな	Silicobra Sand	TRUE
2090	082A	爱管侍的毛	イエッサンのけ	Indeedee Fur	TRUE
2091	082B	啪嚓海胆的针	バチンウニのはり	Pincurchin Spines	TRUE
2092	082C	雪吞虫的丝	ユキハミのいと	Snom Thread	TRUE
2093	082D	捣蛋小妖的毛	ベロバーのけ	Impidimp Hair	TRUE
2094	082E	啃果虫的果汁	カジッチュのかじゅう	Applin Juice	TRUE
2095	082F	来悲茶的碎片	ヤバチャのかけら	Sinistea Chip	TRUE
2096	0830	迷布莉姆的掉落物	ミブリムのおとしもの	Hatenna Dust	TRUE
2097	0831	巨石丁的岩石	イシヘンジンのいわ	Stonjourner Stone	TRUE
2098	0832	冰砌鹅的羽绒	コオリッポのうもう	Eiscue Down	TRUE
2099	0833	多龙梅西亚的粉	ドラメシヤのこな	Dreepy Powder	TRUE
2100	0834				TRUE
2101	0835				TRUE
2102	0836				TRUE
2103	0837	爱吃豚的毛	グルトンのけ	Lechonk Hair	TRUE
2104	0838	团珠蛛的丝	タマンチュラのいと	Tarountula Thread	TRUE
2105	0839	豆蟋蟀的爪子	マメバッタのツメ	Nymble Claw	TRUE
2106	083A	虫滚泥的泥巴	シガロコのどろ	Rellor Mud	TRUE
2107	083B	墓仔狗的蜡	ボチのろう	Greavard Wax	TRUE
2108	083C	飘飘雏的羽绒	ヒラヒナのうもう	Flittle Down	TRUE
2109	083D	海地鼠的沙	ウミディグダのすな	Wiglett Sand	TRUE
2110	083E	吃吼霸的胡须	ヘイラッシャのヒゲ	Dondozo Whisker	TRUE
2111	083F	轻身鳕的鱼片	ミガルーサのきりみ	Veluza Fillet	TRUE
